Crop_Category,Crop_Variety,Seed_Type,Temperature_Avg_C,Temperature_Min_C,Temperature_Max_C,Rainfall_mm,Humidity_Percent,Sunshine_Hours,Growing_Season_Days,Soil_pH,Nitrogen_kg_per_ha,Phosphorus_kg_per_ha,Potassium_kg_per_ha,Organic_Matter_Percent,Soil_Type,Soil_Moisture_Percent,Irrigation_Type,Season,Previous_Crop,Farm_Size_ha,Fertilizer_Nitrogen_kg_per_ha,Fertilizer_Phosphorus_kg_per_ha,Fertilizer_Potassium_kg_per_ha,Pesticide_Usage,Yield_tons_per_ha
Millet,Millet (Pearl/Bajra),HYV,32.68,26.02,42.78,323.91,42.89,8.05,79,6.17,57.24,29.17,28.72,1.0,Red,50.09,Sprinkler,Kharif,Soybean,6.07,56.39,25.77,29.96,1,2.521
Wheat,Wheat (Sharbati),HYV,17.01,9.93,25.19,433.29,61.97,7.12,123,7.03,83.43,43.5,39.5,3.24,Alluvial,55.22,Drip,Rabi,Maize,9.35,99.99,45.03,39.25,1,5.966
Maize,Maize (Popcorn),Traditional,23.41,16.01,31.5,722.97,65.24,7.99,95,6.34,97.85,46.42,44.41,2.96,Alluvial,57.38,Drip,Rabi,Maize,16.74,65.01,45.74,34.17,1,6.278
Wheat,Wheat (Durum),Hybrid,19.94,12.99,31.91,628.47,67.61,8.94,137,6.58,85.0,42.7,34.36,3.74,Desert,63.6,Sprinkler,Rabi,Maize,7.42,108.09,49.9,42.86,0,4.724
Wheat,Wheat (Durum),HYV,20.89,15.12,32.14,610.53,52.02,8.93,121,7.22,85.36,59.63,30.16,2.59,Alluvial,59.24,Drip,Rabi,Wheat,7.27,91.33,41.58,39.72,1,7.15
Maize,Maize (Sweet Corn),Hybrid,23.17,17.01,32.82,543.46,73.9,7.41,93,5.97,109.37,61.25,52.3,4.54,Loamy,61.91,Sprinkler,Rabi,Pulses,11.83,116.1,55.07,63.25,1,6.073
Maize,Maize (Feed Corn),Hybrid,24.76,18.52,35.08,717.3,70.12,8.38,118,6.35,123.73,79.94,61.47,2.49,Black,61.21,Flood,Kharif,Cotton,1.39,146.32,74.65,59.86,1,7.969
Rice,Rice (Sona Masuri),Traditional,28.92,23.27,37.88,1330.88,72.23,7.3,130,6.47,88.81,37.98,36.9,3.54,Sandy,74.09,Flood,Kharif,Maize,16.67,71.95,34.25,33.33,1,3.636
Soybean,Soybean (Food Grade),HYV,27.35,20.2,38.1,844.99,73.59,8.58,100,7.34,22.11,50.27,34.34,3.28,Red,53.6,Sprinkler,Kharif,Fallow,19.4,24.57,37.01,30.24,1,3.562
Wheat,Wheat (Durum),Hybrid,21.15,15.94,30.37,510.63,59.96,8.51,124,6.13,84.11,58.27,30.11,1.83,Desert,63.95,Drip,Rabi,Maize,7.0,88.57,65.06,39.27,1,5.309
Maize,Maize (Popcorn),Hybrid,23.24,16.56,33.35,694.2,55.61,6.52,101,6.44,96.12,48.97,44.59,2.94,Alluvial,63.82,Sprinkler,Kharif,Soybean,2.6,98.05,53.11,45.45,1,7.262
Maize,Maize (Popcorn),HYV,24.12,17.83,34.34,644.81,56.29,8.52,86,6.82,84.4,46.38,47.36,3.01,Alluvial,58.95,Sprinkler,Rabi,Sugarcane,17.97,92.75,55.74,48.78,1,7.215
Maize,Maize (Sweet Corn),HYV,24.16,17.45,34.46,589.39,68.73,6.15,100,6.25,107.12,54.7,56.35,4.65,Alluvial,72.2,Sprinkler,Kharif,Sugarcane,10.78,117.2,63.63,45.4,1,7.81
Rice,Rice (Sona Masuri),Traditional,28.89,21.13,38.8,1367.85,81.55,7.8,120,6.08,86.32,37.23,36.19,3.25,Alluvial,76.15,Sprinkler,Kharif,Rice,14.79,59.8,30.16,28.75,1,4.801
Millet,Millet (Sorghum/Jowar),Hybrid,32.27,25.67,39.73,667.53,52.44,9.45,103,6.95,66.53,37.24,27.59,1.62,Black,40.27,Sprinkler,Rabi,Fallow,11.66,71.21,39.72,32.06,1,4.094
Millet,Millet (Finger/Ragi),HYV,29.39,24.15,38.66,609.18,63.22,7.7,119,5.58,41.11,23.52,21.92,2.14,Black,64.73,Drip,Kharif,Sugarcane,10.06,29.51,21.92,19.83,1,3.77
Rice,Rice (Non-Basmati),Hybrid,31.79,26.11,39.51,1556.44,83.38,7.31,128,5.65,92.72,42.32,59.0,3.02,Black,82.83,Sprinkler,Kharif,Cotton,13.97,95.27,53.12,61.3,1,7.4
Soybean,Soybean (Oil Grade),HYV,25.0,18.87,33.64,798.57,79.74,8.25,107,6.05,26.25,56.41,38.71,2.61,Sandy,56.59,Drip,Kharif,Soybean,13.64,21.23,61.19,43.73,1,3.216
Rice,Rice (Sona Masuri),Traditional,29.78,24.23,38.59,1168.43,75.02,8.39,120,5.53,85.5,37.53,38.83,3.05,Loamy,67.62,Flood,Rabi,Maize,17.73,71.77,29.41,32.54,1,4.018
Soybean,Soybean (Food Grade),Traditional,27.67,19.96,35.41,812.31,65.18,7.69,110,6.68,25.65,53.76,37.3,3.36,Black,57.7,Drip,Kharif,Sugarcane,18.49,20.0,41.82,25.18,0,2.131
Maize,Maize (Popcorn),Hybrid,24.12,17.56,33.6,585.18,58.1,7.36,87,6.53,94.63,49.25,42.69,3.59,Loamy,66.3,Sprinkler,Kharif,Cotton,3.01,107.25,62.85,52.52,1,6.509
Maize,Maize (Feed Corn),Hybrid,28.86,20.91,36.19,550.71,61.17,7.05,92,7.48,128.8,76.4,51.48,4.2,Sandy,72.53,Sprinkler,Kharif,Millet,3.91,162.29,83.18,72.04,1,6.487
Soybean,Soybean (Food Grade),Hybrid,27.82,21.1,38.45,721.14,77.63,6.71,107,6.94,29.32,49.39,39.98,2.16,Loamy,65.21,Sprinkler,Kharif,Wheat,18.1,31.96,55.87,37.06,1,4.517
Millet,Millet (Sorghum/Jowar),Hybrid,29.05,22.65,40.97,523.52,55.95,8.61,111,6.08,73.03,32.88,29.07,2.66,Loamy,47.51,Sprinkler,Kharif,Maize,18.74,74.16,38.24,27.74,0,3.588
Wheat,Wheat (Sharbati),Traditional,21.74,14.51,32.46,443.34,55.32,7.38,134,6.72,81.26,41.74,32.09,2.93,Loamy,60.52,Sprinkler,Rabi,Wheat,17.2,78.33,37.57,31.16,1,3.887
Rice,Rice (Sona Masuri),HYV,27.63,20.27,38.19,1127.69,77.35,6.23,125,6.91,75.48,37.18,37.14,2.21,Red,82.41,Flood,Zaid,Rice,16.61,82.82,43.75,41.6,1,4.41
Maize,Maize (Sweet Corn),Traditional,23.76,16.66,33.83,616.43,64.71,8.63,100,6.65,104.88,51.54,50.57,2.96,Alluvial,53.07,Sprinkler,Rabi,Wheat,10.73,86.41,47.39,35.93,1,4.935
Rice,Rice (Sona Masuri),Traditional,26.29,20.54,33.53,1246.62,80.66,6.92,131,5.74,81.39,41.34,43.31,4.26,Laterite,69.81,Sprinkler,Kharif,Soybean,5.68,70.53,28.71,30.51,0,5.266
Maize,Maize (Popcorn),Hybrid,24.13,18.79,35.72,586.67,69.51,8.55,103,6.1,89.26,49.44,41.86,3.39,Alluvial,63.91,Sprinkler,Kharif,Maize,13.11,109.26,65.98,52.35,1,6.016
Millet,Millet (Pearl/Bajra),Hybrid,34.51,27.03,46.27,516.4,51.25,10.16,90,6.33,49.7,23.77,25.25,1.42,Loamy,51.66,Sprinkler,Kharif,Fallow,4.08,52.75,23.81,22.58,1,1.758
Maize,Maize (Feed Corn),Hybrid,24.85,18.81,35.24,834.75,69.72,6.51,105,7.2,148.91,70.53,54.2,4.03,Loamy,77.32,Flood,Kharif,Cotton,16.93,141.74,86.49,61.4,1,10.569
Millet,Millet (Foxtail),HYV,29.81,22.92,41.14,433.98,49.93,7.44,61,5.88,32.34,23.3,19.21,2.8,Black,47.63,Drip,Kharif,Cotton,15.37,35.98,18.37,18.36,1,1.8
Maize,Maize (Feed Corn),Traditional,27.53,21.72,37.39,819.37,76.68,6.8,95,5.71,137.24,78.49,67.03,4.55,Laterite,62.57,Sprinkler,Kharif,Rice,16.11,117.53,63.6,40.98,1,7.263
Millet,Millet (Sorghum/Jowar),Traditional,30.25,23.72,37.28,475.41,61.23,9.91,123,6.48,69.86,31.68,32.33,3.25,Red,59.34,Rainfed,Rabi,Cotton,17.04,53.12,27.19,25.48,1,3.772
Rice,Rice (Basmati),Traditional,27.0,19.65,35.33,1495.17,70.39,7.81,143,7.03,62.41,39.39,31.81,3.87,Clayey,65.57,Sprinkler,Kharif,Pulses,8.65,34.54,19.0,17.36,1,4.562
Maize,Maize (Popcorn),HYV,23.86,17.41,35.09,686.48,69.02,8.63,85,6.68,94.43,55.6,43.39,2.9,Alluvial,60.94,Drip,Kharif,Maize,13.38,87.33,48.33,42.49,1,5.703
Millet,Millet (Sorghum/Jowar),Traditional,31.33,24.79,40.53,690.81,58.01,7.36,91,7.71,72.33,39.71,32.34,2.38,Black,55.62,Rainfed,Kharif,Millet,14.54,55.44,24.0,26.13,1,1.788
Maize,Maize (Sweet Corn),Hybrid,24.65,17.7,33.13,596.43,65.95,6.81,92,6.27,105.08,58.57,57.24,4.9,Loamy,59.43,Flood,Rabi,Millet,11.53,126.89,69.61,65.9,1,9.245
Rice,Rice (Non-Basmati),Traditional,31.26,25.15,41.13,1550.19,78.16,8.42,111,5.79,91.89,49.65,53.82,2.73,Black,78.37,Sprinkler,Kharif,Sugarcane,15.69,58.02,25.1,28.76,1,4.256
Wheat,Wheat (Common),Hybrid,21.89,15.51,32.27,545.69,62.58,9.67,120,6.67,93.62,47.01,30.28,3.42,Black,54.81,Flood,Rabi,Maize,8.05,106.3,50.71,41.53,1,5.149
Maize,Maize (Sweet Corn),Hybrid,23.82,16.79,31.47,596.39,67.93,6.98,84,6.91,114.99,55.58,58.95,4.81,Clayey,66.49,Sprinkler,Kharif,Cotton,18.44,79.2,48.25,31.77,1,9.496
Millet,Millet (Finger/Ragi),Hybrid,27.34,21.4,34.51,488.35,61.85,9.33,120,7.13,31.04,23.66,21.73,3.27,Red,44.03,Sprinkler,Kharif,Cotton,12.57,37.14,23.9,20.53,1,1.937
Millet,Millet (Finger/Ragi),Hybrid,29.71,22.48,39.81,686.3,57.3,7.0,124,5.92,36.28,21.22,24.62,2.16,Loamy,61.26,Rainfed,Kharif,Cotton,11.86,46.64,32.4,23.9,0,2.953
Rice,Rice (Basmati),Hybrid,29.17,22.95,40.98,1040.71,76.54,7.67,135,6.9,70.27,36.95,30.55,2.85,Alluvial,80.48,Sprinkler,Rabi,Pulses,12.44,70.75,34.41,36.44,1,5.048
Soybean,Soybean (Oil Grade),Hybrid,28.81,23.46,38.62,874.63,72.95,6.71,117,6.53,23.29,59.56,43.18,3.76,Black,60.17,Rainfed,Kharif,Pulses,11.15,29.04,65.91,45.16,1,3.533
Millet,Millet (Foxtail),Traditional,26.08,19.44,34.75,310.26,50.56,9.34,61,5.92,31.25,23.82,15.15,2.52,Red,45.78,Rainfed,Rabi,Maize,8.58,28.05,13.26,14.41,1,1.254
Wheat,Wheat (Durum),Hybrid,22.08,14.12,31.73,563.84,66.72,8.48,136,6.37,85.75,46.87,31.53,2.59,Alluvial,47.01,Drip,Rabi,Cotton,19.85,109.27,57.47,33.62,0,4.62
Soybean,Soybean (Oil Grade),Hybrid,29.81,22.9,41.03,809.82,78.73,6.57,96,7.35,23.45,56.3,42.19,4.45,Alluvial,55.61,Rainfed,Kharif,Soybean,1.04,27.62,57.04,41.93,1,5.037
Rice,Rice (Non-Basmati),HYV,29.01,22.72,39.66,1221.21,81.89,8.65,110,5.88,91.5,59.66,47.47,4.35,Desert,76.17,Drip,Kharif,Rice,18.56,92.09,57.79,55.3,1,4.746
Millet,Millet (Pearl/Bajra),Traditional,30.51,23.73,40.04,411.87,50.98,9.26,80,7.04,54.84,29.44,29.4,1.89,Clayey,38.06,Rainfed,Kharif,Soybean,10.43,37.2,17.51,21.45,1,1.498
Soybean,Soybean (Food Grade),Hybrid,27.74,20.06,39.23,865.92,67.65,7.11,96,6.72,28.04,47.48,37.65,3.64,Loamy,51.04,Sprinkler,Kharif,Soybean,17.43,29.7,64.15,40.45,1,4.075
Millet,Millet (Sorghum/Jowar),HYV,28.69,21.13,38.25,683.3,61.8,9.17,130,7.47,65.37,33.32,31.03,3.22,Sandy,45.72,Rainfed,Rabi,Soybean,8.83,58.14,31.11,22.29,1,3.102
Maize,Maize (Feed Corn),HYV,23.55,15.88,34.5,805.05,69.71,8.09,97,5.7,147.66,65.17,68.97,3.48,Alluvial,76.42,Sprinkler,Kharif,Maize,11.62,123.42,65.57,62.28,1,9.033
Wheat,Wheat (Sharbati),Hybrid,21.03,15.12,32.73,476.05,61.95,7.78,127,6.51,83.62,41.44,32.93,3.38,Sandy,64.37,Drip,Rabi,Fallow,16.6,109.42,49.04,43.85,1,5.067
Millet,Millet (Pearl/Bajra),HYV,34.46,28.11,45.87,411.89,43.15,9.8,76,7.86,44.21,21.01,20.59,1.99,Loamy,46.15,Rainfed,Kharif,Rice,14.21,56.14,21.28,27.73,1,1.822
Maize,Maize (Popcorn),Hybrid,24.31,18.13,33.62,615.32,62.86,6.83,104,5.97,81.2,45.91,48.11,2.48,Clayey,69.59,Drip,Kharif,Maize,9.15,94.4,55.34,49.36,0,6.572
Millet,Millet (Pearl/Bajra),Traditional,34.29,29.23,42.44,543.16,50.44,10.5,65,7.63,48.37,20.1,26.74,1.99,Sandy,54.58,Sprinkler,Kharif,Maize,17.29,23.34,14.45,12.81,0,1.908
Millet,Millet (Finger/Ragi),Hybrid,31.03,23.72,41.34,579.41,61.99,9.52,128,5.06,38.69,21.57,17.87,2.03,Loamy,60.77,Sprinkler,Kharif,Sugarcane,5.54,44.97,26.53,23.01,1,1.949
Soybean,Soybean (Food Grade),HYV,24.49,18.74,36.37,696.44,73.67,8.53,96,6.22,22.9,55.09,33.78,2.15,Loamy,67.29,Sprinkler,Rabi,Rice,2.49,26.78,57.33,31.45,1,1.495
Wheat,Wheat (Sharbati),Hybrid,20.04,12.41,30.85,465.98,55.69,7.72,123,6.43,82.01,47.76,35.67,2.19,Loamy,50.52,Sprinkler,Rabi,Maize,18.61,87.21,41.19,35.79,1,5.877
Soybean,Soybean (Oil Grade),Hybrid,25.91,17.99,37.5,890.29,78.79,8.89,106,7.24,26.8,53.81,39.0,3.82,Red,74.86,Rainfed,Kharif,Fallow,18.72,19.36,61.1,40.92,1,2.387
Millet,Millet (Sorghum/Jowar),Hybrid,32.48,26.35,43.5,613.85,61.6,9.82,117,7.38,62.36,33.78,33.29,3.15,Black,46.11,Sprinkler,Rabi,Soybean,16.71,103.93,49.55,50.02,0,3.281
Wheat,Wheat (Durum),Traditional,18.91,13.24,30.22,547.08,59.05,8.48,132,7.03,90.67,48.43,34.4,3.86,Clayey,66.54,Drip,Zaid,Millet,10.55,68.88,46.35,31.75,1,3.155
Millet,Millet (Finger/Ragi),Hybrid,26.28,19.91,33.73,447.77,53.84,9.16,123,5.32,46.09,27.21,23.88,2.72,Alluvial,47.75,Sprinkler,Kharif,Soybean,18.59,40.48,28.18,18.06,1,2.225
Rice,Rice (Sona Masuri),HYV,29.18,21.39,37.2,1274.93,71.46,6.57,130,6.08,74.82,37.26,39.92,2.43,Loamy,76.82,Drip,Kharif,Fallow,7.03,64.71,38.21,30.63,1,6.356
Maize,Maize (Sweet Corn),HYV,25.32,20.15,34.94,640.58,63.35,8.5,80,6.5,109.01,67.57,50.02,2.83,Clayey,68.05,Sprinkler,Rabi,Sugarcane,16.32,118.08,52.29,40.01,1,5.219
Maize,Maize (Feed Corn),HYV,27.06,20.15,35.95,699.34,78.51,7.11,112,7.31,130.81,74.25,55.36,4.05,Black,78.15,Flood,Kharif,Wheat,18.01,110.86,51.46,50.44,1,6.001
Maize,Maize (Sweet Corn),Traditional,24.5,18.46,34.5,745.31,74.94,8.61,95,6.69,114.8,54.45,47.09,2.05,Alluvial,58.29,Drip,Rabi,Sugarcane,10.31,83.58,46.56,32.85,0,3.495
Maize,Maize (Popcorn),HYV,24.63,16.74,34.62,717.18,66.29,6.14,88,6.53,88.77,59.11,45.84,4.32,Clayey,54.12,Drip,Rabi,Rice,19.21,97.99,40.65,49.57,1,4.707
Rice,Rice (Non-Basmati),HYV,31.81,25.53,39.81,1508.68,84.88,8.58,132,7.04,101.93,50.79,41.76,3.23,Loamy,78.64,Sprinkler,Zaid,Cotton,9.0,109.7,56.96,49.2,1,7.058
Maize,Maize (Feed Corn),Traditional,28.17,22.08,39.74,559.03,75.43,8.59,90,7.08,145.23,60.44,58.09,4.94,Loamy,56.56,Drip,Kharif,Soybean,16.78,81.27,41.86,35.79,1,9.857
Maize,Maize (Popcorn),HYV,25.63,18.16,32.71,709.99,58.25,6.05,90,6.02,80.66,43.09,40.13,3.08,Alluvial,63.22,Sprinkler,Rabi,Maize,12.55,83.81,57.32,40.5,1,7.034
Rice,Rice (Non-Basmati),Traditional,27.68,22.19,37.09,1331.75,80.44,8.86,110,5.77,103.91,55.98,51.91,3.53,Loamy,85.96,Sprinkler,Kharif,Cotton,18.11,87.62,36.37,41.98,1,5.847
Rice,Rice (Non-Basmati),HYV,30.31,22.91,39.78,1157.71,78.76,8.53,138,7.23,95.71,40.09,45.48,3.79,Clayey,84.98,Sprinkler,Kharif,Sugarcane,7.54,110.1,58.74,41.75,1,5.154
Maize,Maize (Feed Corn),Hybrid,27.93,20.25,39.38,569.72,60.9,7.78,111,6.76,126.82,72.44,53.43,4.42,Loamy,71.52,Sprinkler,Kharif,Fallow,9.92,211.3,97.45,89.55,1,11.194
Wheat,Wheat (Durum),Traditional,19.8,12.39,30.49,608.34,62.82,8.14,128,6.98,82.62,56.4,33.7,3.08,Black,57.48,Sprinkler,Rabi,Soybean,16.88,68.95,36.52,31.5,0,3.083
Rice,Rice (Sona Masuri),Traditional,27.64,19.68,35.02,1122.58,75.74,7.48,121,5.62,75.16,40.54,42.68,3.72,Alluvial,74.18,Drip,Kharif,Millet,7.45,57.52,28.55,32.04,0,4.783
Maize,Maize (Popcorn),Traditional,24.37,16.9,31.63,509.05,67.33,8.47,89,6.94,94.85,57.14,40.04,3.64,Loamy,64.23,Drip,Rabi,Fallow,16.53,69.83,36.62,38.34,1,6.066
Millet,Millet (Pearl/Bajra),Traditional,32.97,26.09,44.35,581.91,40.03,8.68,69,6.71,40.92,29.15,26.49,2.83,Sandy,37.64,Drip,Kharif,Cotton,17.36,46.11,21.72,22.76,0,2.407
Rice,Rice (Non-Basmati),HYV,29.93,22.31,41.78,1270.67,85.93,8.55,140,7.16,108.16,53.24,41.38,3.09,Desert,88.38,Flood,Kharif,Wheat,19.57,115.09,41.6,56.41,1,4.703
Rice,Rice (Basmati),HYV,26.35,20.61,33.67,1229.47,80.99,7.82,140,6.89,67.44,33.33,38.85,3.15,Loamy,72.34,Sprinkler,Kharif,Pulses,19.76,68.55,32.06,38.0,1,6.5
Rice,Rice (Non-Basmati),Traditional,30.36,24.41,41.5,1401.71,77.78,7.67,120,6.58,115.57,53.51,44.99,3.72,Desert,88.58,Sprinkler,Kharif,Fallow,11.17,72.66,47.99,36.93,1,6.197
Maize,Maize (Feed Corn),Hybrid,27.48,20.2,39.03,598.63,79.69,6.99,120,5.84,135.22,62.4,68.78,4.48,Loamy,68.43,Rainfed,Rabi,Soybean,6.23,158.04,84.99,69.03,1,8.242
Wheat,Wheat (Common),Hybrid,21.56,16.42,30.96,491.73,52.92,8.18,113,6.53,82.06,40.25,32.62,1.77,Alluvial,68.21,Sprinkler,Rabi,Wheat,13.4,103.03,52.37,35.38,1,5.311
Soybean,Soybean (Oil Grade),Hybrid,28.04,22.22,39.36,724.11,67.15,8.21,101,6.58,27.21,65.82,41.23,2.98,Black,61.61,Rainfed,Kharif,Wheat,4.3,24.7,63.87,45.26,1,3.345
Millet,Millet (Finger/Ragi),HYV,26.95,21.87,35.12,485.63,51.71,7.03,111,6.63,42.2,25.36,17.92,2.72,Red,51.91,Rainfed,Kharif,Maize,17.91,45.13,22.19,16.72,1,2.833
Maize,Maize (Feed Corn),HYV,27.06,20.14,38.46,708.38,74.08,8.86,110,6.11,139.98,74.89,55.78,2.98,Black,66.5,Flood,Kharif,Millet,15.3,127.72,72.09,63.17,1,7.95
Soybean,Soybean (Oil Grade),Traditional,26.75,21.74,37.82,677.51,71.19,6.04,112,7.06,25.82,57.36,38.06,2.23,Alluvial,69.66,Rainfed,Kharif,Maize,0.95,22.58,43.73,33.84,1,3.246
Wheat,Wheat (Sharbati),HYV,21.86,15.79,28.93,587.38,61.3,9.5,131,6.63,93.96,49.04,32.46,2.29,Laterite,46.08,Drip,Rabi,Pulses,7.6,88.47,47.17,32.75,1,5.18
Rice,Rice (Non-Basmati),Traditional,29.6,24.2,38.56,1585.65,77.02,8.6,129,7.16,82.32,57.58,41.9,3.25,Clayey,84.14,Sprinkler,Kharif,Fallow,4.56,58.17,33.82,30.58,1,6.216
Maize,Maize (Sweet Corn),Hybrid,24.0,17.24,31.84,636.21,73.14,8.95,90,6.53,100.24,57.32,40.04,2.5,Black,61.2,Sprinkler,Kharif,Wheat,7.0,119.21,64.37,45.31,1,6.976
Millet,Millet (Pearl/Bajra),Hybrid,28.18,22.23,38.74,402.16,56.47,9.38,80,6.79,47.22,22.57,24.62,2.66,Sandy,47.85,Sprinkler,Kharif,Sugarcane,3.89,41.08,25.06,27.88,0,2.399
Maize,Maize (Popcorn),Traditional,26.33,21.03,35.41,637.74,67.09,7.9,90,6.22,92.62,54.58,46.86,4.12,Alluvial,68.11,Sprinkler,Rabi,Millet,16.53,78.19,46.77,37.88,1,3.625
Millet,Millet (Finger/Ragi),HYV,29.9,23.19,38.34,676.83,64.38,7.91,100,5.7,32.03,24.19,23.91,1.83,Black,59.48,Sprinkler,Kharif,Maize,7.12,26.65,22.68,14.56,0,3.822
Maize,Maize (Sweet Corn),HYV,22.34,16.33,31.22,538.23,61.81,8.0,92,6.61,110.97,68.03,55.94,2.45,Alluvial,65.25,Sprinkler,Kharif,Soybean,12.93,107.18,66.61,50.23,0,5.686
Millet,Millet (Finger/Ragi),Traditional,26.93,20.24,37.43,530.75,67.33,8.75,101,6.35,41.92,24.68,17.95,2.66,Red,48.1,Sprinkler,Kharif,Millet,1.78,31.39,21.78,18.19,1,2.519
Rice,Rice (Sona Masuri),HYV,28.5,23.36,36.91,1147.2,79.38,7.39,129,6.36,73.17,40.18,38.96,3.2,Red,64.93,Flood,Kharif,Soybean,13.79,73.3,41.87,39.22,1,4.807
Millet,Millet (Pearl/Bajra),Traditional,30.56,22.65,41.22,502.21,47.07,8.9,87,6.91,48.06,27.49,27.45,1.43,Red,40.23,Sprinkler,Kharif,Rice,18.84,47.21,19.42,20.18,1,2.645
Soybean,Soybean (Food Grade),HYV,28.65,22.96,40.26,785.3,73.16,8.88,90,6.51,20.39,44.7,32.22,2.55,Alluvial,72.32,Rainfed,Kharif,Millet,3.86,25.09,56.72,35.83,1,2.603
Soybean,Soybean (Food Grade),HYV,26.93,20.01,37.97,850.51,73.74,7.5,97,7.06,26.93,57.89,38.21,3.75,Black,66.84,Rainfed,Kharif,Pulses,3.61,21.14,41.11,39.99,0,2.627
Maize,Maize (Popcorn),Hybrid,22.58,15.95,31.24,627.75,65.93,6.98,101,6.93,89.0,54.89,49.73,2.53,Alluvial,66.94,Drip,Rabi,Rice,1.73,102.07,51.43,48.83,1,6.6
Maize,Maize (Sweet Corn),HYV,22.96,17.06,33.65,549.08,67.98,7.77,93,6.18,106.68,63.78,56.89,2.57,Black,71.37,Drip,Kharif,Pulses,1.65,109.88,54.28,51.05,1,5.965
Millet,Millet (Sorghum/Jowar),Hybrid,30.76,22.93,39.95,637.25,51.69,7.63,123,7.01,67.97,38.5,32.25,2.82,Laterite,48.55,Rainfed,Kharif,Pulses,17.18,80.18,39.06,27.8,1,1.871
Millet,Millet (Finger/Ragi),HYV,27.01,20.79,35.11,422.75,58.07,7.44,104,6.19,39.56,24.31,23.96,2.41,Red,45.5,Rainfed,Kharif,Millet,18.65,34.4,20.55,17.73,0,2.14
Wheat,Wheat (Durum),Traditional,22.59,16.09,33.23,503.84,50.5,8.74,121,6.51,92.12,57.55,36.36,3.85,Red,68.27,Drip,Rabi,Fallow,7.4,84.71,44.83,28.12,1,4.847
Maize,Maize (Sweet Corn),Traditional,23.43,18.02,32.05,742.57,60.42,6.68,81,6.67,117.68,67.75,49.05,2.77,Alluvial,65.14,Sprinkler,Rabi,Pulses,11.37,87.79,48.15,45.55,1,5.755
Millet,Millet (Pearl/Bajra),Traditional,34.18,27.71,42.28,469.67,41.67,8.55,84,6.01,49.4,23.7,20.46,1.48,Alluvial,48.5,Sprinkler,Kharif,Maize,13.85,40.12,18.78,21.52,1,1.974
Soybean,Soybean (Food Grade),Hybrid,25.34,18.22,36.86,692.55,79.75,6.33,107,6.43,26.82,41.79,35.89,3.86,Sandy,73.11,Sprinkler,Kharif,Maize,6.83,26.17,43.07,35.15,1,4.075
Wheat,Wheat (Common),Hybrid,19.0,12.81,26.73,561.42,60.0,7.33,128,6.67,82.34,45.61,33.85,3.8,Alluvial,52.57,Flood,Rabi,Rice,4.75,96.43,47.03,41.21,1,5.848
Rice,Rice (Sona Masuri),HYV,29.45,24.06,37.4,1327.08,79.9,7.89,131,6.34,86.18,36.28,36.0,4.04,Red,79.92,Sprinkler,Kharif,Maize,11.59,70.53,31.44,33.13,1,7.113
Maize,Maize (Popcorn),Hybrid,23.79,16.04,31.8,550.94,63.56,7.0,104,6.02,99.34,48.13,43.96,4.44,Loamy,60.98,Rainfed,Rabi,Millet,19.28,107.79,63.19,44.18,1,5.298
Rice,Rice (Sona Masuri),HYV,28.33,21.34,35.45,1099.95,76.54,7.89,122,5.75,79.47,42.3,41.24,3.82,Red,79.79,Flood,Rabi,Millet,13.86,85.37,39.36,36.77,1,6.581
Millet,Millet (Foxtail),HYV,28.07,21.46,40.06,524.16,49.64,9.69,73,7.31,34.33,19.41,15.01,2.98,Loamy,54.02,Sprinkler,Rabi,Cotton,11.26,33.17,18.05,14.08,1,2.282
Rice,Rice (Basmati),Hybrid,26.96,21.09,38.08,1225.7,77.52,7.56,141,6.38,62.41,30.99,37.57,2.67,Sandy,61.39,Flood,Kharif,Soybean,8.58,77.3,34.53,35.61,1,3.379
Maize,Maize (Feed Corn),Traditional,28.16,22.98,37.52,583.35,77.72,6.72,119,6.55,140.48,63.45,66.32,4.27,Black,77.22,Flood,Rabi,Millet,17.76,97.99,63.14,41.32,1,5.893
Maize,Maize (Feed Corn),Traditional,27.62,22.46,36.26,565.44,75.72,8.74,114,7.36,125.32,76.54,52.95,4.76,Alluvial,72.33,Flood,Kharif,Fallow,1.9,106.45,55.69,55.01,1,4.687
Millet,Millet (Foxtail),Traditional,29.21,21.36,38.55,302.55,47.2,8.2,61,6.15,38.71,21.88,18.18,1.79,Desert,54.28,Rainfed,Rabi,Millet,19.44,27.86,17.57,12.0,1,1.223
Wheat,Wheat (Durum),Hybrid,20.88,13.14,29.34,559.95,57.8,7.2,129,6.47,88.79,44.28,36.08,3.71,Loamy,59.89,Sprinkler,Rabi,Rice,14.73,76.78,55.87,28.85,1,7.15
Rice,Rice (Sona Masuri),Traditional,29.06,21.51,37.71,1066.41,72.36,6.81,122,6.81,71.79,44.15,44.25,3.82,Sandy,82.51,Sprinkler,Kharif,Maize,4.26,60.72,27.25,26.38,1,4.369
Maize,Maize (Feed Corn),Hybrid,25.43,17.83,33.84,592.56,76.46,6.58,114,6.76,140.95,75.7,65.16,3.72,Desert,78.47,Flood,Kharif,Millet,4.29,140.45,75.28,73.61,0,8.529
Wheat,Wheat (Common),Hybrid,20.4,12.79,29.05,570.89,60.02,7.18,123,6.7,99.28,45.39,32.35,3.94,Loamy,47.3,Flood,Rabi,Soybean,4.1,109.51,47.34,37.37,1,6.063
